C: Phosphatase	C: Kinase	N: NumberPSM	T: Index	T: Gene	4Hr-AGB1.01	4Hr-AGB1.02	4Hr-AGB1.03	4Hr-AGB1.04	4Hr-AGB1.05	24Hr-AGB1.01	24Hr-AGB1.02	24Hr-AGB1.03	24Hr-AGB1.04	24Hr-AGB1.05	4Hr-Cis.01	4Hr-Cis.02	4Hr-Cis.03	24Hr-Cis.01	24Hr-Cis.02	24Hr-Cis.03
		19	Q9NZT2	OGFR	9873978	8773980.078	8760610.624	8825215.03	9069552.89	6064259.25	5827315.533	5897614.122	6236045.397	6031979.103	8205159.796	9219135.235	8331818.607	6154029.804	6309525.139	6252925.943
		13	Q9NZU0	FLRT3	2964793.104	2909016.402	3146900.21	2846188.929	2816359.362	3616593.451	4190526.251	3919396.234	3746209.107	4085270	3101855.394	2932500.655	2848754.761	3801665.059	3851796.358	3897722.634
		24	Q9NZU5	LMCD1	6099248.222	5996129.038	5661292.366	5481730.608	5300510.927	4754954.153	4713606.845	4852174.484	4635199.489	5318175.661	5525601.156	6196404.949	5758254.009	4740145.786	4967883.806	4746721.58
		11	Q9NZV1	CRIM1	790222.8291	928022.3337	829797.6236	966962.2214	808618.6765	926415.5861	854428.3553	904399.0807	850823.2901	844829.098	817069.9113	1003284.962	761297.0699	846294.3445	809291.5464	693050.0415
		29	Q9NZW5	PALS2	6598012.132	6568351.941	6603502.487	7066674.365	6846332.834	7976917.907	7763630.361	7891674.384	7797066.454	8078746.328	6717067.053	6736183.46	6891563.997	8250785.247	7493976.381	7723910.411
		6	Q9NZZ3	CHMP5	3585393.416	4018428.551	3951037.203	3015153.458	3399756.525	4499708.147	4014809.211	4596486.268	4203326.227	4659035.847	3466143.612	3659461.66	3389403.581	4176607.092	4367571.831	4033218.122
		13	Q9P000	COMMD9	5137019.075	4695020.414	4577092.445	5406636.749	5116408.413	5944813.006	6096712.143	6308213.247	6080253.316	5771040.4	5825296.289	4678776.877	5182439.72	6248160.142	5761447.948	5564806.144
		3	Q9P003	CNIH4	991188.5525	838644.5822	965488.8014	1172129.061	1046760.53	749983.8481	764151.9404	719831.6443	747959.1741	738019.8017	1006907.692	1009003.676	951207.1276	838993.4372	794561.8499	758032.4062
		8	Q9P013	CWC15	3908273.501	4193141.253	3985971.599	3749586.305	3905024.042	2083099.036	2504515.31	2173818.411	2358274.132	2498446.682	3900966.018	3601334.061	4189945.361	2388047.33	2478266.663	2842246.007
		19	Q9P015	MRPL15	15000424.58	14868955.81	15078608.89	14408332.06	15814011.03	16807478.87	16749329.41	17717847.39	17726446.23	17355625.2	15396509.68	14754994.02	15884320.06	17930346.1	19077912.7	18149167.03
		8	Q9P016	THYN1	3893402.318	3380253.467	3529420.758	3288276.079	3461821.723	2859437.616	3322182.736	3698220.975	3245029.134	3559886.96	3857941.937	3529665.408	3371361.733	3037388.46	3222167.362	3503583.866
		4	Q9P021	CRIPT	3962281.639	3054913.288	2783367.547	3092838.348	2733844.965	1797923.243	1529575.617	1629389.403	1788600.805	1672645.172	2704817.828	3098417.233	2353375.334	1793815.399	1828462.997	1998380.675
		10	Q9P031	CCDC59	3197471.346	3620857.576	3567791.805	3506742.338	3538729.363	3309312.266	2885720.216	2871354.446	3040548.138	2991629.325	3241881.665	3150392.17	3268053.113	2694525.856	2978387.426	2880923.658
		13	Q9P032	NDUFAF4	9187876.283	11058098.56	10570204.85	9715790.83	11698336.03	8175071.965	8473343.941	8209141.931	8765469.885	9327764.925	10152980.71	10635614.09	11891274.38	8952132.754	8482746.393	9627968.56
		17	Q9P035	HACD3	34333176.37	32160800.93	32429422.57	40323009.99	37716696.91	45466480.64	44168056.01	43514714.65	38426546.83	37030225.52	33237303.34	33188958.01	37748081.83	41361925.14	42333604.6	42924559.7
		3	Q9P0B6	CCDC167	2340037.145	2861023.664	3134708.802	2908209.963	2791288.859	657941.5963	594245.6863	438677.1393	600289.9545	894424.3876	2688928.569	3102070.406	2383912.743	427510.4026	555682.0066	403134.0172
		12	Q9P0I2	EMC3	9298715.441	10979431.35	9674126.687	11571720.13	9878770.047	14095194.01	12663738.2	14355497.57	13087625.18	14172589.07	10634876.91	11011441.44	9563451.78	12809403.86	12971122.52	13249182.41
		13	Q9P0J0	NDUFA13	28516626.77	26741925.28	28404181.6	27935571.52	27729148.9	35798604.16	34297498	35091055.32	34986620.99	35885557.55	27254667.8	26896218.24	28794700.89	36192815.35	35935339.99	35627798.4
		7	Q9P0J7	KCMF1	3557666.879	3775143.358	3708231.804	3949941.894	3549046.386	2132626.664	1790461.418	1832650.184	1640267.861	1781918.595	3380722.103	4047781.543	2525434.161	2040512.333	1826056.533	2362364.252
		1	Q9P0K1	ADAM22	81584.07789	102381.8177	121955.8975	104185.8626	101084.3409	24763.026	24807.69374	33512.22837	40372.91121	#VALUE!	97674.88288	115209.4873	106058.4468	28231.14456	56099.48864	25650.51195
		45	Q9P0K7	RAI14	5348489.211	5267912.675	4869020.014	5191068.16	4910368.958	4582171.418	4358197.06	4423018.972	4675859.014	4314613.802	4798659.446	5280342.208	5090937.77	4521280.517	4262002.474	4241667.196
		3	Q9P0K8	FOXJ2	367223.7903	264975.6016	334326.92	369931.8521	344250.6851	238958.4071	240804.0281	248054.9119	207953.2923	226052.7589	315176.403	288217.8176	341470.1633	166642.8624	199343.9092	223389.2134
		33	Q9P0L0	VAPA	31770842.23	35504535.58	33505625.39	36132656.73	35057019.27	19019816.61	21325851.34	20821923.31	17807726.44	23060172.99	37323992.97	36894437.89	33952159.43	22330310.87	19694643.96	21638542.63
		15	Q9P0M6	MACROH2A2	7036858.147	6927963.987	5915628.403	7139541.515	6806114.54	5870288.594	4975465.229	5176336.588	5640532.745	5001051.392	6021118.165	6173683.102	5591484.776	5098353.581	5669931.991	5582190.777
		9	Q9P0M9	MRPL27	10171294.73	10152276.98	11589379.58	10544592.45	10917203.4	11304548.21	11101105.36	11256071.02	10995424.75	12507585.69	11158192.42	11360318.92	12306353.47	11022896.22	11327294.64	10602491.57
		2	Q9P0N9	TBC1D7	179820.7523	166273.6463	168127.9435	174117.2966	133696.2987	222770.7049	237686.4277	240520.4438	227136.4945	230546.7815	178430.1639	124380.4314	181952.2038	221953.818	260748.6034	229081.273
		6	Q9P0P0	RNF181	2832805.266	2603642.611	2875138.452	2973642.949	3038230.72	2653748.095	2844019.646	2659087.831	2583329.073	2649888.086	2888121.489	2457568.161	2998688.014	2914061.713	2842837.097	2726275.635
		3	Q9P0R6	GSKIP	1554156.116	1552541.067	1837611.042	2076467.7	1978944.882	2927017.62	2640903.216	2862213.778	3102285.432	3109820.76	2150588.394	1627921.836	1963369.121	3289187.909	2708945.616	3195477.282
		3	Q9P0S2	COX16	1559984.215	1512810.656	1783277.758	1695876.875	1706489.374	1947510.937	1804790.565	1890714.368	1776861.744	1998242.162	1966910.661	1946701.159	1682062.638	1927233.572	1791578.714	1902282.394
		1	Q9P0S3	ORMDL1	691850.1173	585658.4421	592436.0884	608880.6754	637029.2096	465783.4972	464654.869	460614.4036	433328.0194	469153.3365	634517.3115	531680.4892	587691.701	492478.0846	436523.5614	508539.39
		1	Q9P0S9	TMEM14C	1994229.477	1708856.711	1490742.864	825380.5979	871112.7884	1214137.177	686690.2719	1144431.752	1291037.969	1378244.105	1497474.494	1066091.621	929180.9172	683555.9956	852062.658	1079775.532
		2	Q9P0T4	ZNF581	397033.1655	451854.8868	390618.2963	428935.1441	377704.9067	62683.58186	76692.61278	57716.65221	63841.1934	73834.11776	357355.3843	336069.4788	364636.6374	55905.39916	62687.9269	58025.52298
		3	Q9P0T7	TMEM9	3025411.599	2674059.247	3387759.431	2931078.142	3468787.422	2394345.641	2334852.528	2647684.887	2418699.317	2836735.091	3254038.749	3715178.248	3454630.547	2314870.409	2307981.133	2340037.145
		2	Q9P0U1	TOMM7	7807882.979	7385171.534	6342411.268	5739525.34	7341278.994	4601267.816	4403746.523	4251970.038	4767825.486	4002583.308	7351972.808	5991974.278	6519364.914	4302965.97	4155238.916	5879247.166
		14	Q9P0U3	SENP1	1365312.718	1398355.743	1637541.456	1436174.877	1420630.565	1545883.319	1378339.641	1427936.11	1389563.179	1486615.372	1395354.244	1324393.129	1589233.853	1333050.496	1436971.482	1395837.92
		11	Q9P0U4	CXXC1	3928371.666	4088952.86	3481554.073	3442439.813	3724460.42	3028139	2859635.824	3252009.407	3445304.345	2981072.435	3912881.53	3575218.539	3812748.661	3411086.714	3139927.897	3152358.1
		12	Q9P0V3	SH3BP4	1881693.209	1884303.599	1706016.3	1623864.698	1761532.913	2025574.897	1766668.591	1810679.784	1909813.063	1742829.491	1731870.948	1719431.248	1800667.031	1643340.492	1606400.285	1573995.516
		15	Q9P0V9	SEPTIN10	10502285.61	11527689.13	10707363.87	11025188.6	10521959.02	10942203.83	11682129.93	10927045.23	10869633.79	10887731.06	11463148.36	11442508.28	11047372.92	10907370.43	12205262.6	11038187.8
		8	Q9P0W2	HMG20B	1151992.585	1240508.337	1050613.065	1267979.509	1222836.424	1331942.157	1263154.781	1333605.011	1254342.586	1256169.748	1228954.438	1256169.748	1199082.922	1207841.736	1249136.754	1228017.764
		5	Q9P107	GMIP	469967.0221	502477.6842	359990.6723	484722.6593	551652.4093	373150.9931	372969.983	390482.9417	305052.9169	246956.9423	394290.6571	484521.1107	389806.8723	288137.9177	428578.5142	304757.0353
		5	Q9P1Q0	VPS54	586470.9002	500531.0352	525306.5326	574083.076	528081.1063	655710.7402	729374.3806	646773.0322	662885.4219	717490.3984	558152.5667	542664.1208	562151.7088	749464.179	667912.6903	656347.3547
		3	Q9P1T7	MDFIC	763252.0321	743771.5299	700244.878	636190.8073	748633.4574	755409.8133	782645.793	696372.6419	771389.5092	749308.3485	689934.5582	726750.1809	747907.3313	753266.0592	856681.8513	799090.8448
		1	Q9P1U0	POLR1H	92271.66057	102282.514	113970.4272	128873.8475	132910.9093	294437.112	306600.3886	344823.8411	373073.4066	328925.1963	117255.8194	97229.06316	146465.3628	300186.5891	295951.2449	267819.2249
		4	Q9P1U1	ACTR3B	698112.4912	762828.9127	899086.2527	794121.3734	735517.4276	678034.896	619309.0488	583429.9814	742277.9565	696952.1093	825952.9065	590836.7341	822524.998	700536.1622	693146.1253	652310.8049
		14	Q9P1Y5	CAMSAP3	955237.5342	898463.2696	956231.231	878754.1062	941368.4655	814412.3988	861326.0862	920590.4813	796933.6004	875713.848	998844.1044	950877.5215	843366.3885	808618.6765	901270.0975	813566.0774
		13	Q9P1Y6	PHRF1	1189562.795	1308788.005	1150237.223	1500175.65	1310967.055	994698.6548	1093559.282	892195.286	1035574.561	1111364.013	1193609.92	1475119.089	1229465.652	959551.0253	1062255.954	1185611.569
		4	Q9P1Z2	CALCOCO1	659128.3964	668329.4859	705506.5737	632234.396	617423.1279	368141.279	363349.9041	361766.6772	378806.0902	442832.0146	664311.3325	646190.4931	619094.4498	392980.99	395714.389	369880.5722
		19	Q9P206	KIAA1522	5133103.786	5181721.331	4909347.982	5048768.162	4824339.48	3916680.457	4085836.378	4246962.679	4281841.612	4099453.03	5179566.762	5748284.356	4754295.022	4223770.451	4311325.327	4138854.209
		3	Q9P209	CEP72	533378.4457	542212.9332	485327.8082	481040.8876	497176.9891	322781.8651	310729.567	269476.511	293316.7635	283580.7348	442801.3208	494633.3537	459370.9182	289459.1026	321019.1864	279773.5403
		1	Q9P212	PLCE1	57445.25061	53198.5757	59681.65821	59553.55456	47291.72023	48439.62245	44450.12945	34404.26971	38113.11752	38266.65033	54637.3541	53821.68732	50332.40799	54716.94264	41229.8045	40135.74342
		8	Q9P215	POGK	1767771.04	1805791.631	1881301.963	1956847.638	1817217.912	1693527.52	1473484.037	1619031.921	1777108.086	1836337.748	1748637.727	1831253.391	1772310.563	1621727.509	1632894.328	1678452.176
		5	Q9P219	CCDC88C	184057.8811	206574.1205	201287.771	190813.008	210301.5562	177738.9075	150791.9618	143034.1389	147893.5901	130790.6606	216408.854	216618.9604	184198.2718	173731.5201	170711.4144	165045.0106
		1	Q9P243	ZFAT	102801.3725	67762.52436	75166.38494	71959.62261	77044.26771	61240.56616	60180.14657	61500.05158	68021.34912	73721.61216	72194.43435	71546.81875	79612.0946	61803.46053	56087.82429	50472.15269
		14	Q9P246	STIM2	2905993.409	2386558.054	2533850.543	2775468.714	2742575.678	2056557.531	2268174.176	1893206.041	2268174.176	2132035.456	2870359.482	2387881.809	2798262.743	2251882.311	2274786.946	2197451.663
		21	Q9P253	VPS18	2784525.357	2839292.401	2874939.17	3302208.995	2810898.638	2159700.758	2209058.203	2135437.14	2071723.446	2211202.927	2676098.893	2883320.939	3045610.462	2103849.393	2172011.032	2341497.391
		42	Q9P258	RCC2	18938254.09	17883180.44	18896294.25	18750165.58	19622424.87	24758146.9	23518618.79	24081134.07	22854897.29	23323807.74	19864649.47	19162733.03	19689184.2	21425120.76	23031419.56	23048986.84
		24	Q9P260	RELCH	3025831.04	3043500.137	3139927.897	3340887.565	3154762.57	3441485.498	3446498.603	3539465.298	3495578.977	3528931.511	3308165.545	3548062.518	3281672.866	3317350.455	3490736.433	3488559.477
		34	Q9P265	DIP2B	2903577.276	2668874.434	2950647.197	2972200.479	2852508.985	2973024.662	3074456.577	2958224.27	3040969.677	2909218.046	3063395.059	2801950.426	2960275.466	2967671.553	2910629.95	3073178.212
		10	Q9P270	SLAIN2	1107135.216	1210691.614	1044224.151	1151034.783	1142687.911	1351752.88	1502673.349	1436373.987	1403210.483	1299927.741	1174568.971	1128910.748	1174894.675	1481164.042	1455819.436	1369767.875
		3	Q9P273	TENM3	998844.1044	927379.3005	1006209.999	1190882.794	913788.0181	1107135.216	1245591.868	1036508.129	1165081.946	923402.4278	1189233.023	868761.1118	919825.0741	1171479.275	989678.2174	905465.4076
		25	Q9P275	USP36	2663515.046	2992044.082	2713455.842	2776815.707	2727409.697	2007265.468	2007543.753	1907828.422	1952241.364	1912727.604	2621207.256	2575819.375	2647684.887	1972234.953	1906242.195	1917373.543
		15	Q9P287	BCCIP	15575768.38	17075210.17	18430603.8	16809809.04	18366838.76	24405449.71	22712764.82	23238280.73	22954918.91	23479526.84	16393266.31	19689184.2	20037511.33	24527553.44	22845394.19	23736436.06
		22	Q9P289	STK26	19296020.38	21499503.39	22353540.23	22174527.07	22662442.13	23530032.87	25297649.34	25581543.89	25940446.92	25494805.57	23312493.7	21172671.8	23276971.02	25795212.58	24837213.67	24114540.76
		30	Q9P2B2	PTGFRN	5194307.527	5317438.457	5325553.331	5290233.608	5718082.482	4585030.817	4627174.256	4755613.375	4919226.319	4815986.776	5424655.163	5483250.677	5607397.837	4854529.345	4843773.587	4903906.359
		13	Q9P2B4	CTTNBP2NL	2324517.731	2658719.228	2595713.995	2803310.27	2438394.292	2684459.112	2485491.95	2699199.162	2687251.651	2791869.351	2701070.753	2518092.763	2152676.351	2705942.964	2385400.369	2261894.171
		3	Q9P2B7	CFAP97	284506.0882	293418.4369	291068.6632	320907.9489	267633.6511	346789.3336	339464.2212	331603.567	308177.0708	336069.4788	318183.6106	279424.6944	333100.9632	314151.2946	329884.1645	356959.2842
		5	Q9P2C4	TMEM181	957159.6139	923658.4848	986664.4478	1032277.914	957292.3136	677471.1569	818600.4873	678175.9041	745939.966	805653.52	940716.1847	939738.6108	978627.2976	752431.1235	710315.2826	870509.1882
		27	Q9P2D0	IBTK	1810679.784	1810805.295	2028666.101	1982239.702	2072728.896	2220418.211	2335499.977	2148800.329	2204774.994	2176683.172	1972781.848	1963505.216	2091780.442	2172312.157	2254224.858	2245958.75
		4	Q9P2D1	CHD7	144950.4212	191687.9337	143093.6375	192994.4721	177308.2328	234723.0505	246888.4808	231796.6194	224974.1942	238908.7222	175998.0599	185363.8	200855.717	199495.9593	220466.5109	230275.2767
		26	Q9P2D3	HEATR5B	1871028.366	1994782.471	1941984.156	1782289.173	2048448.228	2173215.784	2269746.899	2090765.75	2196081.248	2179098.53	2008518.056	1984439.296	2024732.659	2375500.369	2100498.027	2257039.13
		1	Q9P2D6	FAM135A	65065.26736	85025.03062	82768.83324	81980.88819	85735.19835	111100.0546	122872.2839	101978.1114	121315.133	115842.0891	99540.77506	84484.55503	101653.4744	122940.4376	97229.06316	99100.17606
		20	Q9P2E3	ZNFX1	5102242.364	5319281.66	4987896.159	5495807.342	4911730.59	3969428.833	4307442.179	4031820.557	4073394.182	3976588.919	4984440.011	5332201.984	4863285.982	4125392.624	3982105.464	4069725.335
		7	Q9P2E5	CHPF2	772727.3842	914041.4091	802143.0407	906910.0867	815372.6275	665601.8879	577915.8851	645161.1321	617679.9604	649828.7284	919761.3189	828303.5234	803645.6549	626519.5488	648973.4805	597177.3824
		125	Q9P2E9	RRBP1	57290794.13	59228983.88	60856161.37	58962730.51	57080712.21	45719300.66	44499938.3	44275338.47	46773887.37	48561175.2	58575742.46	59901965.27	58954557.1	48888777.69	48581375.42	49331301.01
		3	Q9P2F8	SIPA1L2	300061.7709	291270.4866	389860.9148	388323.6369	332593.3967	320396.7527	299293.2051	270205.9654	275711.5156	274948.1397	335836.6139	376946.4345	348548.5258	301437.6297	287180.8452	239422.6308
		2	Q9P2F9	ZNF319	289078.1418	293479.4579	291634.1213	305412.5879	263382.5062	292423.5548	255011.0081	266763.1751	284604.7076	274757.6262	312630.715	283679.0334	297638.1642	250508.4947	241774.07	277321.5109
		7	Q9P2G1	ANKIB1	651181.4152	677705.9912	682845.6576	707220.2212	755986.0042	828303.5234	918168.8741	865875.4542	1004676.774	872865.5966	707171.2021	691083.2562	576036.2189	910626.5517	887200.0984	937916.5235
		1	Q9P2G9	KLHL8	50412.71385	63067.10109	59677.52154	71126.52206	75119.50834	103208.3378	67631.13757	76889.5545	90266.30924	75579.11474	74517.93112	67448.55897	62488.3662	105691.5124	72465.1641	65946.11272
		6	Q9P2H3	IFT80	469999.5989	536567.4452	560090.3321	501329.6375	514139.3826	490944.3587	469055.789	461765.2237	480108.183	486911.4833	497797.6865	493640.0766	518038.5734	429500.4151	460359.0556	472121.9392
		31	Q9P2I0	CPSF2	9295493.31	10037523.29	9270398.978	10331883.89	10398701.12	13602797.07	12932519.22	13606569.09	13010742.85	12453949.51	9678150.88	9106719.392	10416736.32	13339488.39	12826284.7	13421103.86
		4	Q9P2J3	KLHL9	698306.0759	634869.2602	658124.0418	703650.7433	565434.3486	466106.4657	455660.5673	434501.0085	482677.4827	487857.4047	653849.9189	599998.7627	595936.8771	509986.6654	465170.4736	471533.2565
		89	Q9P2J5	LARS1	23364259.86	26151674.68	26100968.42	23860153.69	25429504.23	29678194.68	29600126.38	30590916.61	29785358.75	30207427.67	26410348.44	26946601.57	25427741.65	29758531.51	30850702.38	29363080.61
		5	Q9P2K3	RCOR3	870992.0349	943589.6052	994836.5589	816503.7578	1070831.461	514781.2567	509492.0113	420457.3676	496144.2128	365319.6929	678975.5038	912838.4275	760558.661	542927.487	498142.8532	507940.5055
		28	Q9P2K5	MYEF2	9153550.391	9210193.27	9351069.84	9269756.425	9750873.276	9123146.162	8832558.691	8686839.792	9360797.397	8478043.864	8545301.713	9262691.283	8981344.495	7955934.676	8492747.931	7619157.248
		4	Q9P2K6	KLHL42	1283275.947	1120491.287	1115686.294	888862.0458	997529.5129	1012576.867	1081948.201	770160.7101	1031562.641	967632.7008	1201412.376	1065722.206	937201.6704	1015951.429	915309.4182	1067644.564
		6	Q9P2L0	WDR35	3754527.687	3643263.724	3412032.6	3575466.362	3716723.669	4236965.645	4300878.664	4191978.829	4129111.655	4462435.853	3483243.744	3611583.261	3565566.795	4052273.167	3958987.276	4235497.479
		3	Q9P2M4	TBC1D14	506815.1059	542626.5075	530061.415	547348.4346	535415.7304	602081.8075	676532.6332	598378.9919	557263.4473	757297.1638	611842.1617	400044.2323	407488.5511	589241.6974	705995.7631	650955.7721
		52	Q9P2M7	CGN	4310428.906	5030603.313	4583759.753	4647424.509	4812983.344	4815319.185	4299686.373	4592346.28	4778412.599	4610206.684	4391553.656	4668410.519	4480722.656	4286295.847	4455945.016	4628457.359
		23	Q9P2N5	RBM27	5916858.651	5801521.988	5671111.143	5640532.745	5619849.248	6029053.079	5961318.398	6027799.503	6105593.035	5644835.076	5522920.768	5438208.37	5111800.138	5816419.926	5468827.022	5614787.531
		5	Q9P2N6	KANSL3	1355881.814	1310876.189	1005094.695	1264644.097	1005303.72	826239.2096	912585.37	1107518.986	751857.6421	1103457.78	1137314.638	1309150.928	1121967.924	840739.8902	955767.3772	830372.9949
		2	Q9P2P5	HECW2	121643.5247	101119.3802	121685.6905	111570.8021	126388.0029	93274.81673	126633.5365	118637.4526	108542.4611	103502.0631	100330.45	111663.6427	135525.0487	126081.7553	120878.656	116963.5922
		33	Q9P2R3	ANKFY1	5390919.739	5822470.523	6046211.435	5153424.482	5472239.718	5678978.424	5625305.43	5912758.818	6162994.188	6087844.17	5992805	5880469.848	5786261.122	6317402.225	5893119.13	5709765.244
		4	Q9P2R6	RERE	313520.445	351508.4877	325726.1451	294988.6662	332040.5698	568223.9046	510906.5832	468048.9845	491966.311	496041.0532	406106.896	386899.6773	335069.3039	469250.9044	507166.5252	515852.8279
		19	Q9P2R7	SUCLA2	15557425.48	16865830.21	17035016.39	17437622.3	17778126.97	19225263.02	20562324.08	20428784.06	21105270.73	20620843.33	17171348.43	16261984.63	16718012.4	20091751.49	19568095.31	20593703.97
		16	Q9P2T1	GMPR2	14962003.11	15086972.57	14060065.7	14268199.92	14358483.02	11945798.86	10691048.4	12141135.33	12087394.82	11554087.58	13683177.92	13269401.82	13829062.3	10753477.92	11758494.33	12020553.56
		3	Q9P2W1	PSMC3IP	321732.02	406867.6356	350316.6419	500461.6517	362620.2583	405207.1203	329404.3314	343297.5415	397060.6867	332132.6438	405881.765	336792.3866	375017.9174	361390.7363	340808.0766	359691.365
		11	Q9P2W9	STX18	2976942.654	2760503.501	2711763.628	2548823.424	2519838.777	2375335.717	2401159.818	2115841.314	2132626.664	2360890.992	2667025.152	2648235.515	2674429.976	2244402.509	2256100.649	2434003.817
		3	Q9P2X0	DPM3	5375248.418	4443299.627	4527238.874	4818324.074	4558412.335	1656721.878	2387219.84	2003651.266	2045610.443	2187725.045	5065945.058	3436956.115	4416585.469	2147460.255	3009933.119	2654851.988
		10	Q9P2X3	IMPACT	2916284.421	3450083.863	3291696.746	3011811.399	3252234.827	3390813.487	3272586.738	3237839.405	3302895.742	3336259.32	3534316.968	3023524.838	3436717.892	3172524.775	3288276.079	3296263.171
		5	Q9P2Y4	ZNF219	523815.7814	481975.4041	487282.8764	417437.3022	472089.2153	299770.7304	368371.0091	362419.2347	344393.8847	359193.0724	409356.9886	477221.6601	463143.5833	273996.8914	335813.3362	389428.7848
		10	Q9P2Y5	UVRAG	3054489.817	3084916.48	3275764.018	3265788.656	3172744.686	1741139.059	1954407.67	1757264.587	1914850.063	1918437.056	3120833.588	2883320.939	3190608.136	1778463.58	1774892.233	1974697.177
		27	Q9UBB4	ATXN10	10648153.96	10419624.85	10820021.27	10569472.2	10553366.84	11865750.36	12018887.28	12195114.77	11677272.48	12164721.87	10839538.51	10916446.7	10615728.18	11760124.52	11179094.5	11229575.06
		15	Q9UBB5	MBD2	4305949.592	4215580.856	4617242.261	4333195.809	4567584.537	4893041.201	4963753.354	5180643.935	5075786.653	5145928.568	4316707.774	4615002.504	4399170.236	4865308.986	5050518.235	4781063.048
		6	Q9UBB6	NCDN	1596631.557	1636747.109	1637882.009	1703889.09	1622177.209	1145939.938	1290411.706	1301460.414	1222243.244	1254429.533	1497785.918	1578146.821	1582309.074	1404086.124	1269562.509	1304440.763
		20	Q9UBB9	TFIP11	3446976.423	3453433.47	3504798.326	3554955.328	3472155.188	3701298.348	3697452.031	3842463.167	3684915.229	3819626.126	3472877.278	3552984.588	3509660.377	3867044.672	3604330.813	3608580.48
		1	Q9UBC1	NFKBIL1	107114.9259	214393.2561	105457.341	108904.1948	121778.5066	15063.81952	21048.06517	15959.1921	18668.262	16835.27889	88943.40403	85497.81914	98921.74027	14998.18184	15612.34902	12437.42323
		28	Q9UBC2	EPS15L1	7103999.256	7141026.295	6869625.398	6696148.072	7221664.664	8525186.709	8458087.18	8028505.358	8686839.792	8266814.021	7085312.233	6447462.293	7253772.158	8470994.957	8239355.155	8104546.334
		8	Q9UBC5	MYO1A	250248.1711	305581.9916	272689.571	278284.3014	257105.3312	269719.4434	320418.9616	296300.1847	337680.6533	371705.3686	326834.3292	347463.0401	304440.3377	395851.5569	382075.9702	355305.3779
		22	Q9UBD5	ORC3	12328551.76	12713870.83	13138525.14	13077650.16	13410874.68	15308186	14977567.5	14316743.13	15466034.49	14939204.58	13767850.49	13692665.67	13232662.18	14596306.35	16094896.91	15900843.91
		44	Q9UBE0	SAE1	35514380.9	35220205.72	35237298.81	32573603.66	31246689.23	38734076.3	38346724.1	37929052.59	37897517.21	38887414.99	33380448.43	33666257.09	33926282.07	35895508.52	37012262.7	37805688.69
		23	Q9UBF2	COPG2	6694755.792	6342850.905	6392283.664	6214470.319	6712412.75	8500993.345	8441102.428	8753933.538	8510426.478	8969524.033	6780216.922	7231181.715	6507626.408	8806272.153	8297814.644	8388026.566
		4	Q9UBF6	RNF7	1372238.673	1269562.509	1120646.631	1269298.539	1293456.406	1160890.124	1334437.217	1118318.733	1378244.105	1245160.253	1244642.514	1373190.166	1209182.019	1220042.522	1372238.673	1254864.361
		13	Q9UBF8	PI4KB	840215.5729	816900.024	969176.5685	881621.5723	860669.6082	1007815.417	1015528.994	1016937.793	970924.7765	941629.5044	941694.7755	845649.3232	933700.2864	964218.1092	938371.7138	1043934.67
		5	Q9UBG0	MRC2	557224.8221	586389.6037	572612.6434	587488.0578	591246.4129	756877.3455	802810.5221	790496.7469	724085.2314	797873.2208	717341.216	654257.939	1008094.881	747078.3353	695938.3575	696903.802
		5	Q9UBH6	XPR1	1147211.531	1391201.536	1229124.819	1290053.977	1294084.147	1325678.951	1167911.884	1295520.128	1410621.986	1377289.11	1405546.741	1224787.472	1430610.991	1190222.611	1178891.897	1281054.124
		11	Q9UBI1	COMMD3	4773446.966	4575189.281	3774881.694	4239903.503	4390640.553	5587610.397	5576389.873	5995297.855	5211257.093	5453685.215	4556832.783	4568534.439	3816185.844	5709765.244	5439716.371	5365569.962
		1	Q9UBI4	STOML1	223745.6332	246239.0423	272368.4364	274890.9718	235832.0057	#VALUE!	#VALUE!	#VALUE!	43456.971	#VALUE!	221938.4338	197569.4013	281153.796	#VALUE!	46553.43493	#VALUE!
		9	Q9UBI6	GNG12	52743866.53	44244659.77	40033377.47	47089432.49	38118816.72	38312185.76	36659912.33	36596440.55	37952721.35	37884385.21	43602272.72	39883812.83	38503866.75	36545742.26	35484853.15	37391318.27
		1	Q9UBK7	RABL2A	222446.6737	160687.7028	151001.1488	142144.6229	155860.9511	170829.7836	211999.3036	199247.2104	167755.437	183815.6402	187015.7176	194309.9159	151903.9648	199357.7271	152272.9335	224087.0885
		10	Q9UBK8	MTRR	1400975.213	1549530.799	1689892.449	1531803.702	1387830.551	1210188.207	1114526.895	1100860.322	1200746.356	1185282.893	1526292.461	1684863.167	1626793.837	1141816.987	1090833.892	1142371.134
		6	Q9UBK9	UXT	2815773.777	2557849.589	2729300.849	2573142.634	2628849.281	2699012.074	2662407.552	2396005.85	2759164.421	2778355.927	2780860.608	2912042.539	2328226.523	2669984.618	2827508.636	2719292.666
		21	Q9UBL3	ASH2L	3094768.363	3565072.537	3162425.363	3088767.824	3479141.68	3929460.993	3732989.448	3654138.79	3852063.353	3691817.995	3121049.915	3423403.701	3242106.383	3772527.535	3654392.084	3683638.356
		1	Q9UBM1	PEMT	290927.4701	296958.1289	378989.9326	334002.6445	323184.84	254040.678	265140.9536	239588.6434	229812.8591	251726.923	297246.4388	288697.6823	268711.772	228970.149	224071.5565	216573.9204
