DMSO.01	DMSO.02	DMSO.03	MK-2206.01	MK-2206.02	MK-2206.03	14H.01	14H.02	14H.03	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
9925442.556	9871240.732	9959901.197	9128206.511	9628635.943	9629303.372	9792189.182	9674126.687	9680834.605				33	33	33	39.4	39.4	39.4	127.46	0	315.54	2736800000	43	Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;Q9HAU0-8;Q9HAU0-5;Q9HAU0-3;Q9HAU0-7	Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;Q9HAU0-8;Q9HAU0-5;Q9HAU0-3	Pleckstrin homology domain-containing family A member 5	PLEKHA5	8733
1131888.172	1178483.395	1232195.721	1142608.708	1182410.864	1225296.952	1261404.89	1240336.378	1238017.262				7	6	6	13.4	12.4	12.4	86.195	0	30.797	220310000	11	Q9HAU4;Q9HCE7-2;Q9HCE7	Q9HAU4	E3 ubiquitin-protein ligase SMURF2	SMURF2	8734
9582694.865	9676809.297	9988246.532	8872443.183	9432442.698	9566766.794	9897275.45	9538295.183	9828909.975				22	22	22	20.7	20.7	20.7	147.81	0	252.85	3910500000	51	Q9HAU5;Q9HAU5-2	Q9HAU5;Q9HAU5-2	Regulator of nonsense transcripts 2	UPF2	8735
8104546.334	8393842.719	7615461.307	7961451.222	7655684.791	8045775.207	7162342.109	7311824.438	8193224.98				10	3	3	28.8	11.5	11.5	37.567	0	275.78	1181600000	13	Q9HAV0	Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	GNB4	8736
42407026.75	47027457.49	43866005.42	38793187.87	41084759.9	40979527.1	43061642.1	40122272.89	41396343.34				36	36	36	33.1	33.1	33.1	136.31	0	305.19	16175000000	110	Q9HAV4	Q9HAV4	Exportin-5	XPO5	8737
43966458.73	46126740.06	46213146.97	45674955.9	47723615.21	46341454.81	47889299.6	46747957.61	47180912.98				18	18	18	69.6	69.6	69.6	24.279	0	323.31	19557000000	78	Q9HAV7	Q9HAV7	"GrpE protein homolog 1, mitochondrial"	GRPEL1	8739
238362.8704	232907.892	226554.7165	216679.0282	241322.0136	260640.1837	290403.6378	291553.2744	241121.3711				2	2	2	8.6	8.6	8.6	44.103	0.00085662	2.1379	63225000	3	Q9HAW0-2;Q9HAW0	Q9HAW0-2;Q9HAW0	Transcription factor IIIB 50 kDa subunit	BRF2	8740
16756296.71	19113650.39	18048805.19	15648271.82	16129518.1	15761483.56	18672347.76	16866999.3	17051555.3				44	44	44	35.3	35.3	35.3	151.09	0	323.31	3657500000	35	Q9HAW4;Q9HAW4-3;Q9HAW4-2	Q9HAW4;Q9HAW4-3;Q9HAW4-2	Claspin	CLSPN	8741
1827069.395	1797798.625	1908754.331	1631989.11	1717525.395	1783401.37	1877784.404	1790957.908	1707080.9				7	7	7	17	17	17	57.491	0	37.614	464460000	10	Q9HAZ1	Q9HAZ1	Dual specificity protein kinase CLK4	CLK4	8743
15689543.06	16243959.5	16020324.11	15099526.78	14956818.57	15938361.62	16194493.37	15270034.65	15357073.7				14	14	14	41.5	41.5	41.5	42.449	0	117.69	4784800000	46	Q9HB07	Q9HB07	"UPF0160 protein MYG1, mitochondrial"	C12orf10	8745
193570.5566	184492.162	172423.8716	152981.7467	154902.4031	178504.3863	205873.6979	179559.194	196272.7009				2	1	1	13.1	5.1	5.1	19.133	0.0069636	1.2284	8828000	1	Q9HB09-2	Q9HB09-2	Bcl-2-like protein 12	BCL2L12	8747
593545.8692	578958.3341	615585.6177	538467.5949	560711.8367	594740.1716	574083.076	575796.702	550544.6318				3	3	3	12.7	12.7	12.7	33.861	0	31.151	136110000	7	Q9HB20	Q9HB20	Pleckstrin homology domain-containing family A member 3	PLEKHA3	8750
230323.166	235962.815	213547.8726	209095.1394	236962.6247	252740.9661	278052.9273	260315.1948	242882.665				4	4	1	15.3	15.3	3	45.553	0	17.375	75672000	4	Q9HB21	Q9HB21	Pleckstrin homology domain-containing family A member 1	PLEKHA1	8751
4960313.935	5183876.797	5117117.747	4510950.424	4826011.759	4621084.372	4857558.703	4519713.832	4726038.659				8	8	8	18.6	18.6	18.6	50.83	0	15.32	953630000	25	Q9HB40;Q9HB40-2	Q9HB40;Q9HB40-2	Retinoid-inducible serine carboxypeptidase	SCPEP1	8753
1687200.503	1518378.459	1720981.311	1290322.264	1431106.889	1349599.581	1743191.94	1660055.448	1509772.769				7	7	7	12.1	12.1	12.1	81.168	0	62.828	236890000	8	Q9HB58-6;Q9HB58-2;Q9HB58-5;Q9HB58-3;Q9HB58-7;Q9HB58	Q9HB58-6;Q9HB58-2;Q9HB58-5;Q9HB58-3;Q9HB58-7;Q9HB58	Sp110 nuclear body protein	SP110	8754
183957849.9	201597149.6	199318447.4	178012091.6	181312104.2	193210733.2	192382189.3	188318566.1	200468455.5				23	23	22	75.9	75.9	75.4	26.21	0	138.52	36260000000	95	Q9HB71;Q9HB71-3;Q9HB71-2	Q9HB71;Q9HB71-3	Calcyclin-binding protein	CACYBP	8756
11049670.4	10668840.09	11082653.43	9283902.881	10631928.71	10671798.53	10946755.51	10215808.14	10895280.47				16	16	8	48.9	48.9	30.6	44.223	0	183.63	1972000000	26	Q9HB90	Q9HB90	Ras-related GTP-binding protein C	RRAGC	8758
1465234.353	1573995.516	1545454.768	1386580.552	1420729.039	1452090.56	1540214.657	1384755.656	1392359.186				8	7	7	9.6	8.6	8.6	117.92	0	33.77	344900000	13	Q9HBD1-4;Q9HBD1;Q9HBD1-6;Q9HBD1-2;Q9HBD1-3;Q9HBD1-5	Q9HBD1-4;Q9HBD1;Q9HBD1-6;Q9HBD1-2;Q9HBD1-3	Roquin-2	RC3H2	8760
4078196.896	3451040.562	4052554.059	3138839.87	3278944.382	3731695.917	3692329.826	3420557.378	3764951.893				11	9	9	19.5	17.2	17.2	69.079	0	59.305	1146900000	22	Q9HBE1-3;Q9HBE1;Q9HBE1-2;Q9HBE1-4	Q9HBE1-3;Q9HBE1;Q9HBE1-2;Q9HBE1-4	"POZ-, AT hook-, and zinc finger-containing protein 1"	PATZ1	8761
5491618.595	5542863.311	6004447.202	5200071.394	5818436.093	5626865.312	6419368.724	6201990.993	5847951.842				10	10	10	18.4	18.4	18.4	87.175	0	33.966	996380000	21	Q9HBF4;Q9HBF4-3;Q9HBF4-2	Q9HBF4;Q9HBF4-3;Q9HBF4-2	Zinc finger FYVE domain-containing protein 1	ZFYVE1	8762
2832805.266	2788388.206	2848162.441	2471918.933	2756679.282	2672947.369	2623752.126	2451783.229	2722121.441				11	11	11	14.9	14.9	14.9	123.91	0	69.764	810560000	25	Q9HBG6-10;Q9HBG6-4;Q9HBG6-3;Q9HBG6-6;Q9HBG6;Q9HBG6-5;Q9HBG6-11;Q9HBG6-7;Q9HBG6-8;Q9HBG6-9	Q9HBG6-10;Q9HBG6-4;Q9HBG6-3;Q9HBG6-6;Q9HBG6;Q9HBG6-5;Q9HBG6-11;Q9HBG6-7;Q9HBG6-8;Q9HBG6-9	Intraflagellar transport protein 122 homolog	IFT122	8763
65727.06758	96564.14604	103681.574	77876.477	81776.57386	103652.8314	93514.3405	90066.31404	95525.61365				2	2	2	13.3	13.3	13.3	23.625	0	111.38	15540000	3	Q9HBH0;Q9HBH0-2	Q9HBH0;Q9HBH0-2	Rho-related GTP-binding protein RhoF	RHOF	8764
779721.8295	692905.9408	727960.1747	532565.7041	620942.4338	648344.0182	709724.7046	613583.4311	704578.0475				4	4	4	21.8	21.8	21.8	27.013	0	9.259	726610000	8	Q9HBH1	Q9HBH1	"Peptide deformylase, mitochondrial"	PDF	8765
16046996.96	15865613.79	16307134.98	14105945.16	14659169.14	15502526.29	16729604.46	15353880.62	15633094				12	12	12	40.2	40.2	40.2	36.864	0	70.461	3407800000	27	Q9HBH5	Q9HBH5	Retinol dehydrogenase 14	RDH14	8766
952856.8729	973687.9755	945095.1118	930534.4263	939412.9786	998497.9914	939934.0443	902270.1925	895230.7089				7	4	2	15.9	8.2	4.9	41.714	0.0070624	1.2211	292930000	6	Q9HBI1;Q9HBI1-3;Q9HBI1-2	Q9HBI1	Beta-parvin	PARVB	8767
25496572.8	28425846.97	26313503.27	26178879.26	26577461.89	25053346.7	24087811.71	23100167.87	25675695.13				18	18	18	55.7	55.7	55.7	41.747	0	131.89	4347100000	46	Q9HBK9;Q9HBK9-2	Q9HBK9;Q9HBK9-2	Arsenite methyltransferase	AS3MT	8768
1064614.729	1040467.16	1043066.711	1035502.783	1036508.129	1032707.315	1030204.988	1042994.414	1108210.108				7	6	6	5.1	4.3	4.3	185.7	0	7.7941	310270000	4	Q9HBL0	Q9HBL0	Tensin-1	TNS1	8769
840448.5624	865635.4159	841206.2246	758452.8652	796547.0196	789182.8067	866175.5958	811313.5174	817013.2783				3	3	3	15.6	15.6	15.6	17.201	0	25.835	261130000	5	Q9HBL7	Q9HBL7	Plasminogen receptor (KT)	PLGRKT	8770
1243780.092	1037874.088	1225721.682	856978.8061	997529.5129	1082098.201	1147291.053	1123680.144	1108517.411				5	5	5	9.5	9.5	9.5	88.664	0	15.777	357510000	7	Q9HBM0;Q9HBM0-2	Q9HBM0;Q9HBM0-2	Vezatin	VEZT	8771
9937145.097	9965425.67	10319716.48	9045068.512	9364042.165	9226806.686	10160724.92	9534329.142	9425906.892				7	7	7	32.6	32.6	32.6	26.152	0	162.68	4479100000	17	Q9HBM1	Q9HBM1	Kinetochore protein Spc25	SPC25	8772
696758.9	664311.3325	653532.7459	614562.4096	670882.2276	615244.3592	704041.0383	563946.9772	582137.3264				8	3	2	27.9	8.8	4.8	27.622	0	3.2762	247190000	3	Q9HBM6	Q9HBM6	Transcription initiation factor TFIID subunit 9B	TAF9B	8773
1028421.325	906344.5032	1010403.422	864675.9276	916706.2601	921037.263	1035072.219	1000715.189	899772.0332				5	3	0	9.8	6.5	0	60.174	0	6.9144	123090000	4	Q9HBT8	Q9HBT8	Zinc finger protein 286A	ZNF286A	8775
1789344.818	2069140.241	1804915.668	1718835.442	1622514.567	1665241.515	1753857.374	1621277.933	1681363.233				8	7	7	20.8	20.8	20.8	50.968	0	22.339	1722000000	16	Q9HBU6;Q9HBU6-2	Q9HBU6;Q9HBU6-2	Ethanolamine kinase 1	ETNK1	8776
17828722.55	19371065.83	19542341.49	18394868.15	18533088.66	18457451.09	20784432.19	18321064.57	19004002.95				4	4	4	16	16	16	34.905	0	141.81	928090000	13	Q9HC07;Q9HC07-2	Q9HC07;Q9HC07-2	Transmembrane protein 165	TMEM165	8778
922378.9094	850764.3175	814412.3988	809515.9607	784492.4298	864436.2218	810358.069	758295.1658	833198.0862				9	9	9	28.8	28.8	28.8	35.511	0	8.0416	220960000	13	Q9HC21;Q9HC21-2	Q9HC21;Q9HC21-2	Mitochondrial thiamine pyrophosphate carrier	SLC25A19	8779
26666035.2	25888355.71	26871993.2	24427451.16	25998048.54	25713096.12	25452428.86	25152526.74	26989595.14				36	36	36	46.6	46.6	46.6	108.91	0	323.31	6647600000	64	Q9HC35;Q9HC35-2	Q9HC35;Q9HC35-2	Echinoderm microtubule-associated protein-like 4	EML4	8780
9314197.222	8929822.078	9151012.84	8125921.518	8904480.412	7888939.812	8432330.6	8340485.877	8080986.542				9	9	9	16.4	16.4	16.4	47.019	0	28.041	3699800000	23	Q9HC36	Q9HC36	"rRNA methyltransferase 3, mitochondrial"	RNMTL1	8781
118211897.3	117403485.6	124071799.6	112941464.3	118113612.3	118252873.5	117933635.3	116181087.6	120411671.6				23	23	23	83.6	83.6	83.6	33.232	0	231.47	35657000000	108	Q9HC38-2;Q9HC38;Q9HC38-3	Q9HC38-2;Q9HC38;Q9HC38-3	Glyoxalase domain-containing protein 4	GLOD4	8782
1301821.306	1329728.242	1379390.973	1202162.09	1209685.008	1235017.454	1311330.583	1233135.581	1234332.804				10	10	10	30.6	30.6	30.6	52.301	0	68.018	365790000	8	Q9HC44	Q9HC44	Vasculin-like protein 1	GPBP1L1	8783
8946549.865	9130737.738	9306453.112	8168841.16	8225089.804	7923464.777	8716998.315	8394424.556	8334128.998				15	15	15	45.2	45.2	45.2	43.395	0	136.15	3041100000	31	Q9HC52	Q9HC52	Chromobox protein homolog 8	CBX8	8784
361015.1862	314979.8471	429113.5703	298816.4405	346284.9111	323924.9345	339817.3528	346501.0023	343226.1622				2	2	2	2.6	2.6	2.6	132.25	0.0010591	1.9148	29870000	1	Q9HC56-2;Q9HC56	Q9HC56-2;Q9HC56	Protocadherin-9	PCDH9	8785
2643833.696	2501565.852	2719858.185	2234468.072	2427264.673	2543176.218	2816554.584	2618664.855	2605447.944				14	14	14	21.9	21.9	21.9	67.854	0	148.47	1052000000	25	Q9HC62;Q9HC62-2	Q9HC62;Q9HC62-2	Sentrin-specific protease 2	SENP2	8786
4389423.378	4037413.723	4860253.052	4208865.569	4696973.424	4793340.512	5191427.989	5331462.835	4811315.58				22	22	22	20.9	20.9	20.9	153	0	103.92	722580000	19	Q9HC77;Q9HC77-2	Q9HC77;Q9HC77-2	Centromere protein J	CENPJ	8787
7437054.944	7071574.309	7549763.388	6433177.213	7163831.632	7196180.784	7123723.055	7118293.558	7274920.239				15	15	15	31.8	31.8	31.8	61.332	0	60.677	1559400000	32	Q9HCC0;Q9HCC0-2	Q9HCC0;Q9HCC0-2	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	MCCC2	8788
341801.6889	328150.9309	349225.6498	320818.9866	367121.9883	322781.8651	465396.2305	452136.8565	385561.1061				1	1	1	10	10	10	23.523	0	34.646	47367000	3	Q9HCC6	Q9HCC6	Transcription factor HES-4	HES4	8789
15754929.91	15675411.71	16687910.62	14670350.46	15387974.41	15576848.05	17017313.94	17038559.09	15865613.79				34	34	34	41.5	41.5	41.5	65.536	0	143.16	8923000000	56	Q9HCD5	Q9HCD5	Nuclear receptor coactivator 5	NCOA5	8791
747337.2978	786834.1233	812101.2031	711251.3696	846294.3445	891329.9143	953715.871	922251.0494	859358.1528				13	13	13	6.4	6.4	6.4	219.65	0	61.339	180230000	6	Q9HCD6;Q9HCD6-2;Q9HCD6-3;Q9HCD6-4	Q9HCD6;Q9HCD6-2	Protein TANC2	TANC2	8792
31227202.61	30451289.79	31920944.41	29031182.47	30042468	29477278.55	31166655.25	29190589.29	30274504.25				41	41	41	51.3	51.3	51.3	113.67	0	323.31	11911000000	110	Q9HCE1;Q9HCE1-2;Q9HCE1-3	Q9HCE1;Q9HCE1-2	Putative helicase MOV-10	MOV10	8794
477519.4594	456704.0317	489279.7333	447491.2663	474714.3054	447832.5915	506077.9179	438859.618	457369.2983				4	4	4	4.8	4.8	4.8	141.69	0	9.2549	48787000	2	Q9HCE3	Q9HCE3	Zinc finger protein 532	ZNF532	8795
29565267.61	29948906.66	30476628.99	27833133.44	28774748.84	28673208.23	29948906.66	27497554.84	30489306.5				11	11	10	27	27	26.3	52.15	0	156.39	6231400000	32	Q9HCE5	Q9HCE5	N6-adenosine-methyltransferase subunit METTL14	METTL14	8796
396840.5705	429440.8778	424557.3726	403273.757	381731.8399	354444.4464	419206.0464	392001.5953	384600.2034				1	1	1	0.9	0.9	0.9	107.47	0.00095847	2.0281	53392000	1	Q9HCE6-4;Q9HCE6-5;Q9HCE6-3;Q9HCE6-2;Q9HCE6	Q9HCE6-4;Q9HCE6-5;Q9HCE6-3;Q9HCE6-2;Q9HCE6	Rho guanine nucleotide exchange factor 10-like protein	ARHGEF10L	8797
88041.73771	101702.8089	109676.8868	86325.54998	104287.0142	88451.56201	112588.5039	100748.5814	94008.26627				3	3	3	4.8	4.8	4.8	98.736	0	5.5114	19520000	4	Q9HCG7-2;Q9HCG7;Q9HCG7-3	Q9HCG7-2;Q9HCG7	Non-lysosomal glucosylceramidase	GBA2	8799
11494178.32	12235756.79	11945798.86	11351660.41	11380810.74	11490991.89	11539680.94	11049670.4	11329650.33				24	24	24	18.2	18.2	18.2	105.47	0	231.24	1826900000	32	Q9HCG8	Q9HCG8	Pre-mRNA-splicing factor CWC22 homolog	CWC22	8800
124717.1206	122252.1236	139470.4538	102680.3078	128811.3327	119090.5985	132708.3847	133751.913	117198.9403				8	7	7	6.4	5.9	5.9	136.72	0	12.824	64353000	7	Q9HCH0-3;Q9HCH0;Q9HCH0-2	Q9HCH0-3;Q9HCH0;Q9HCH0-2	Nck-associated protein 5-like	NCKAP5L	8801
1331388.333	1124537.234	1357668.659	1149918.354	1366922.482	1241798.79	1254081.78	1146178.255	1273881.809				6	6	6	8.3	8.3	8.3	84.556	0	8.7939	204660000	8	Q9HCI6-2;Q9HCI6	Q9HCI6-2;Q9HCI6	Uncharacterized protein KIAA1586	KIAA1586	8802
462149.469	466041.8541	508750.9296	435073.6144	460518.6315	468438.4587	484319.6459	469576.2771	440261.145				3	3	3	5.6	5.6	5.6	54.338	0	11.824	272210000	8	Q9HCI7-2;Q9HCI7	Q9HCI7-2;Q9HCI7	E3 ubiquitin-protein ligase MSL2	MSL2	8803
783894.5122	1099792.559	838121.5716	871233.5586	869845.7111	790332.3848	830085.2594	838063.4794	834122.645				13	13	13	10.2	10.2	10.2	175.96	0	135.97	225290000	16	Q9HCJ0;Q9HCJ0-2	Q9HCJ0;Q9HCJ0-2	Trinucleotide repeat-containing gene 6C protein	TNRC6C	8804
8874288.348	8538788.729	9203811.463	7990752.836	8009606.854	8204022.399	9207001.813	8557156.231	8473343.941				9	9	9	21.8	21.8	21.8	72.958	0	140.52	2905000000	21	Q9HCJ3-2;Q9HCJ3	Q9HCJ3-2;Q9HCJ3	Ribonucleoprotein PTB-binding 2	RAVER2	8806
2220572.124	2139289.058	2253912.377	1808923.542	1974697.177	2079060.053	2261737.394	2164346.418	2179551.708				14	14	14	8	8	8	265.61	0	63.087	567730000	17	Q9HCK1	Q9HCK1	DBF4-type zinc finger-containing protein 2	ZDBF2	8808
90353.94673	86319.56655	95353.61408	69846.49014	87664.18908	91767.77449	87421.46897	81527.54771	81997.93741				4	3	3	3	2.2	2.2	130.67	0.0076671	1.1887	41206000	4	Q9HCK4-2;Q9HCK4;Q9HCK4-3	Q9HCK4-2;Q9HCK4;Q9HCK4-3	Roundabout homolog 2	ROBO2	8809
22610663.62	24679331.84	22159162.19	20659471.32	21574144.26	22513702.51	22799518.17	21878340.86	22342696.86				56	56	47	25	25	22.3	290.52	0	323.31	7191700000	99	Q9HCK8;Q9HCK8-2	Q9HCK8;Q9HCK8-2	Chromodomain-helicase-DNA-binding protein 8	CHD8	8811
1219704.301	1057480.772	1220888.484	895230.7089	1024508.128	1019831.942	1093862.523	1062992.509	1000923.303				4	4	4	5.8	5.8	5.8	93.794	0	57.044	139860000	3	Q9HCL2	Q9HCL2	"Glycerol-3-phosphate acyltransferase 1, mitochondrial"	GPAM	8813
528337.395	354419.8791	322178.3446	428430.0059	286365.8636	329358.6695	347728.0685	331419.7379	300124.1735				18	18	18	13.7	13.7	13.7	194.86	0	75.528	383800000	20	Q9HCM1	Q9HCM1	Uncharacterized protein KIAA1551	KIAA1551	8814
174516.0259	151263.0407	161312.6442	150103.6986	149004.8743	157097.4241	168594.7399	168081.335	166158.4341				4	4	4	7.4	7.4	7.4	78.29	0	5.425	49656000	6	Q9HCM3-3;Q9HCM3-4;Q9HCM3-2;Q9HCM3	Q9HCM3-3;Q9HCM3-4;Q9HCM3-2;Q9HCM3	UPF0606 protein KIAA1549	KIAA1549	8816
5164509.841	4622686.196	5327399.347	4530063.994	4769478.175	4823336.391	5246413.178	5222828.86	4907646.826				16	16	16	31.9	31.9	31.9	77.519	0	81.81	1287100000	26	Q9HCM4-4;Q9HCM4-3;Q9HCM4;Q9HCM4-2	Q9HCM4-4;Q9HCM4-3;Q9HCM4;Q9HCM4-2	Band 4.1-like protein 5	EPB41L5	8817
1055064.669	1069718.674	1087135.246	897654.0368	923978.656	1030776.414	1051778.879	1109593.646	985297.5881				13	13	13	15.4	15.4	15.4	110.91	0	262.76	592960000	5	Q9HCM7	Q9HCM7	Fibrosin-1-like protein	FBRSL1	8818
378386.2136	463175.687	397997.5433	388350.5544	394728.182	379489.3835	394290.6571	415733.6498	405516.1931				4	3	3	8.8	6.8	6.8	56.374	0.00010999	2.6053	99039000	4	Q9HCM9-2;Q9HCM9	Q9HCM9-2;Q9HCM9	E3 ubiquitin-protein ligase TRIM39	TRIM39	8819
799922.1082	878571.3934	822069.0197	734294.8724	735364.4969	710758.5386	914421.6273	804202.8927	721680.126				4	4	4	20.4	20.4	20.4	31.832	0	146.28	982670000	10	Q9HCN4-3;Q9HCN4-2;Q9HCN4-4;Q9HCN4;Q9HCN4-5	Q9HCN4-3;Q9HCN4-2;Q9HCN4-4;Q9HCN4;Q9HCN4-5	GPN-loop GTPase 1	GPN1	8820
3870799.097	4243137.501	4144883.15	3757912.384	4052834.97	3158044.347	3442917.069	4037693.585	3627891.805				7	7	7	49.8	49.8	49.8	23.598	0	88.442	1820200000	19	Q9HCN8	Q9HCN8	Stromal cell-derived factor 2-like protein 1	SDF2L1	8821
94308.48784	114081.0785	127461.3217	91291.94807	85468.19298	94616.22625	111927.1108	101590.0794	97823.94325				7	3	3	17.6	10.2	10.2	45.413	0	4.3124	187290000	5	Q9HCP0-2;Q9HCP0	Q9HCP0-2;Q9HCP0	Casein kinase I isoform gamma-1	CSNK1G1	8822
57501.02289	50886.66419	55120.44825	44271.78738	63001.56299	53967.37892	51963.10429	50238.29911	60999.08578				3	2	2	8.8	7	7	62.63	0	8.8939	13607000	4	Q9HCS4	Q9HCS4	Transcription factor 7-like 1	TCF7L1	8824
24253674.49	25553188.77	25971031.87	23881663.56	23497435.92	24243589.77	25576224.91	24245270.27	24363194.91				26	26	26	33.9	33.9	33.9	100.01	0	323.31	7593700000	81	Q9HCS7	Q9HCS7	Pre-mRNA-splicing factor SYF1	XAB2	8826
1670559.573	1407984.479	1492810.905	1349973.821	1468793.349	1452191.215	1544062.8	1458243.285	1406813.838				7	7	7	4.5	4.5	4.5	317.45	0	202.39	271250000	16	Q9HCU4	Q9HCU4	Cadherin EGF LAG seven-pass G-type receptor 2	CELSR2	8827
8782498.534	8673001.931	9075212.537	8274266.532	8370602.278	9184692.56	9343295.072	9373783.217	9131370.655				10	10	10	34.5	34.5	34.5	45.468	0	144.42	4395300000	26	Q9HCU5	Q9HCU5	Prolactin regulatory element-binding protein	PREB	8828
2182726.593	2705192.822	2087724.626	2047170.738	2110860.781	2074741.261	2017168.261	1992433.303	2026277.029				6	6	6	29.7	29.7	29.7	28.46	0	96.463	358640000	10	Q9HCU9	Q9HCU9	Breast cancer metastasis-suppressor 1	BRMS1	8829
1823147.683	2058839.591	1932048.661	1790213.224	1961600.743	1858748.31	1955762.832	1843351.797	1870509.678				9	9	9	45.3	45.3	45.3	25.673	0	74.385	922090000	15	Q9HD15	Q9HD15	Steroid receptor RNA activator 1	SRA1	8830
26940998.76	27629382.82	28174760.29	24940723.83	26032309.99	26003455.24	26059390.4	25004770.02	25750551.59				28	28	28	28	28	28	132.95	0	275.61	5004600000	64	Q9HD20;Q9HD20-2;Q9HD20-3	Q9HD20;Q9HD20-2	Manganese-transporting ATPase 13A1	ATP13A1	8831
922698.637	1057407.475	927636.4603	1020326.888	932923.9792	984000.8253	911005.3494	889355.0722	945881.5469				3	3	3	6.9	6.9	6.9	46.491	0	5.986	100620000	6	Q9HD23-2;Q9HD23;Q9HD23-4	Q9HD23-2;Q9HD23;Q9HD23-4	"Magnesium transporter MRS2 homolog, mitochondrial"	MRS2	8832
15574688.79	15243596.61	15608190.98	13862652.54	14784683.26	14888550.82	15136202.93	14730468.7	14449337.39				18	18	18	50.4	50.4	50.4	49.721	0	163.85	6703400000	47	Q9HD26-2;Q9HD26;Q9HD26-3	Q9HD26-2;Q9HD26	Golgi-associated PDZ and coiled-coil motif-containing protein	GOPC	8833
20410384.15	20807495.65	21042459.43	19039602.19	20189474.16	17589364.21	19550470.61	18989518.64	19085848.63				11	11	11	39.6	39.6	39.6	27.085	0	23.002	4775200000	38	Q9HD33-2;Q9HD33;Q9HD33-3	Q9HD33-2;Q9HD33;Q9HD33-3	"39S ribosomal protein L47, mitochondrial"	MRPL47	8834
67024.45673	66889.86439	70998.45451	63571.83007	70084.12156	69033.06885	65595.08054	71116.66251	70200.80725				3	3	3	34.1	34.1	34.1	10.758	0.0017867	1.7299	57086000	6	Q9HD34	Q9HD34	LYR motif-containing protein 4	LYRM4	8835
1633120.711	1635046.233	1773416.533	1523755.503	1543634.754	1683228.959	1709449.058	1544598.024	1613430.497				7	7	7	14.2	14.2	14.2	55.726	0	70.153	366230000	8	Q9HD40;Q9HD40-3;Q9HD40-2	Q9HD40;Q9HD40-3	O-phosphoseryl-tRNA(Sec) selenium transferase	SEPSECS	8836
3478177.191	4002028.471	3960085.093	3872409.252	3612584.744	4306845.082	4387902.383	4224648.85	4065214.367				6	6	6	17.9	17.9	17.9	21.703	0	11.191	938380000	8	Q9HD42;Q9HD42-2	Q9HD42	Charged multivesicular body protein 1a	CHMP1A	8837
27966570.24	26691924.64	25493038.47	22657730.09	25656125.85	25424216.86	25429504.23	24973591.9	26131742.63				12	12	12	19.5	19.5	19.5	67.887	0	191.53	5148500000	65	Q9HD45	Q9HD45	Transmembrane 9 superfamily member 3	TM9SF3	8838
913154.848	972002.1639	959684.0566	897591.8183	965288.0545	741249.6537	786615.9968	868219.3195	825151.7856				3	3	3	28.1	28.1	28.1	16.118	0	8.0664	795160000	9	Q9HD47-2;Q9HD47;Q9HD47-4;Q9HD47-3	Q9HD47-2;Q9HD47;Q9HD47-4;Q9HD47-3	Ran guanine nucleotide release factor	RANGRF	8839
1070312.016	1179382.286	1217170.633	920654.294	1060269.804	1125472.987	1181673.468	1186433.657	1135424.227				8	8	8	6.7	6.7	6.7	163.55	0	22.139	284350000	8	Q9HD67-3;Q9HD67	Q9HD67-3;Q9HD67	Unconventional myosin-X	MYO10	8840
9533668.296	9406326.635	9741415.56	8756967.946	8764254.817	9010651.558	9365340.387	8803220.661	8927346.549				24	24	24	33.3	33.3	33.3	71.685	0	86.127	2705300000	25	Q9HDC5	Q9HDC5	Junctophilin-1	JPH1	8841
15974860.53	15368787.35	16376230.75	13760218.09	16773727.64	15591971.25	16771402.47	17632088.08	17348408.69				11	11	11	32.2	32.2	32.2	46.48	0	54.194	6639800000	29	Q9HDC9;Q9HDC9-2	Q9HDC9;Q9HDC9-2	Adipocyte plasma membrane-associated protein	APMAP	8842
7582278.408	8122542.744	7921817.31	7143996.782	7209661.027	7698254.842	7774400.502	7457703.451	7792744.041				14	14	14	13.8	13.8	13.8	121.72	0	19.055	1205000000	31	Q9NNW5	Q9NNW5	WD repeat-containing protein 6	WDR6	8843
20451452.87	21814740.86	23733145.72	20927548.72	19235926.73	22382998.78	23738081.4	24047773.66	23406404.49				18	17	17	50.8	47.8	47.8	53.969	0	90.293	11104000000	47	Q9NNW7-2;Q9NNW7;Q9NNW7-3;Q9NNW7-4	Q9NNW7-2;Q9NNW7;Q9NNW7-3;Q9NNW7-4	"Thioredoxin reductase 2, mitochondrial"	TXNRD2	8844
5904567.673	5904567.673	5697114.615	5511066.099	5418266.785	5322601.035	5868661.23	5933697.708	5504575.957				12	12	12	37.2	37.2	37.2	37.928	0	50.378	1307500000	20	Q9NNX1-3;Q9NNX1-2;Q9NNX1	Q9NNX1-3;Q9NNX1-2;Q9NNX1	Tuftelin	TUFT1	8845
